order_id,order_line,order_date,ship_date,customer_id,customer_name,customer_type,region,country,sku,quantity,negotiated_unit_price,total_line_value,order_status,priority
ORD-000009,2,01/11/2024,2024-01-18,CUST-1006,Bolt Systems,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,1000,16.2,16200.0,Shipped,Critical
ORD-000496,1,2025-11-25,2025-12-14,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,2500,6.8,17000.0,Pending,Critical
ORD-000162,1,2025-09-06,2025-09-26,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,7.9,3950.0,Confirmed,Expedite
ORD-000444,2,2025-01-05,2025-01-20,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MCP-0004,2500,21.19,52975.0,Pending,Expedite
ORD-000570,4,2024-04-17,2024-05-23,CUST-1021,Echo Systems,EMS,APAC,South Korea,CHIP-WBZ-0009,5000,10.89,54450.0,Shipped,Expedite
ORD-000155,3,06/21/2025,2025-07-13,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,250,6.89,1722.5,Shipped,Critical
ORD-000506,1,2024-01-31,2024-03-07,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,2500,7.14,17850.0,Pending,Standard
ORD-000298,2,2025-06-24,2025-07-10,CUST-1029,Apex Dynamics,EMS,EMEA,Italy,CHIP-dsPIC-0003,25,7.39,184.75,Confirmed,Critical
ORD-000481,1,2024-10-07,2024-11-04,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-dsPIC-0008,10000,0.82,8200.0,Shipped,Standard
ORD-000185,1,2024-03-26,2024-04-22,CUST-1010,Atlas Semiconductor,EMS,EMEA,Italy,CHIP-WBZ-0007,10000,4.28,42800.0,Cancelled,Expedite
ORD-000076,1,11/06/2025,2025-11-15,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-WBZ-0001,5000,28.31,141550.0,Cancelled,Critical
ORD-000184,2,06/01/2024,2024-06-10,CUST-1034,Omega Semiconductor,EMS,JP,Japan,CHIP-WBZ-0015,250,3.41,852.5,Confirmed,Expedite
ORD-000156,1,2024-05-02,2024-05-20,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,18.6,93000.0,Shipped,Standard
ORD-000343,1,2025-10-24,2025-11-11,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-dsPIC-0007,250,8.94,2235.0,Confirmed,Expedite
ORD-000158,1,2025-07-01,2025-08-08,CUST-1017,Pacific Manufacturing,EMS,Japan,Japan,CHIP-dsPIC-0007,2500,8.12,20300.0,Shipped,Standard
ORD-000428,1,2025-08-06,2025-08-26,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,1000,19.4,19400.0,Pending,Critical
ORD-000296,1,2025-10-18,2025-10-26,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,500,6.87,3435.0,Pending,Critical
ORD-000105,1,2025-09-30,2025-10-10,CUST-1073,Wave Systems,CM,EMEA,Israel,CHIP-MPF-0015,25,7.64,191.0,Shipped,Standard
ORD-000562,2,01-Oct-2025,2025-10-16,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-MPF-0015,500,15.66,7830.0,Shipped,Standard
ORD-000263,2,2025-07-13,2025-08-22,CUST-1009,Bolt Components,CM,JP,Japan,CHIP-PIC32-0005,500,39.84,19920.0,Shipped,Critical
ORD-000313,1,07-Jul-2025,2025-07-29,CUST-1063,Jolt Electronics,CM,Japan,Japan,CHIP-PIC18-0006,25,10.29,257.25,Shipped,Expedite
ORD-000559,3,04/01/2025,2025-04-10,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-MCP-0009,500,17.95,8975.0,Backordered,Expedite
ORD-000328,2,2025-01-13,2025-01-27,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MCP-0006,250,26.18,6545.0,Shipped,Critical
ORD-000352,2,03/25/2024,2024-04-17,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,1000,19.5,19500.0,Confirmed,Standard
ORD-000201,2,2024-03-01,2024-04-10,CUST-1073,Wave Systems,CM,EMEA,Israel,CHIP-MPF-0015,2500,7.72,19300.0,Backordered,Standard
ORD-000456,1,02/07/2024,2024-02-21,CUST-1044,Echo Semiconductor,EMS,APAC,China,CHIP-WBZ-0012,1000,4.85,4850.0,Shipped,Expedite
ORD-000118,1,04/21/2024,2024-05-18,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,2500,19.45,48625.0,Backordered,Standard
ORD-000271,1,2024-10-12,2024-10-22,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-dsPIC-0015,2500,16.75,41875.0,Shipped,Standard
ORD-000272,2,2024-08-03,2024-08-18,CUST-1036,Global Solutions,CM,AMER,United States,CHIP-MCP-0005,10000,1.81,18100.0,Shipped,Standard
ORD-000556,1,2025-09-20,2025-10-18,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-dsPIC-0010,50,4.44,222.0,Shipped,Expedite
ORD-000354,1,10/08/2024,2024-10-31,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,250,6.87,1717.5,Backordered,Critical
ORD-000506,3,2024-01-31,2024-03-07,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0015,5000,16.88,84400.0,Pending,Standard
ORD-000306,2,2024-10-03,2024-11-14,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-PIC18-0011,2500,29.67,74175.0,Shipped,Critical
ORD-000520,2,2024-02-18,2024-03-02,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-MPF-0012,100,10.65,1065.0,Confirmed,Critical
ORD-000367,2,04/12/2025,2025-04-13,CUST-1079,Global Technologies,CM,Asia-Pacific,South Korea,CHIP-WBZ-0016,2500,25.62,64050.0,Shipped,Expedite
ORD-000419,2,03/02/2025,2025-04-03,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MCP-0004,1000,20.37,19310.83,Shipped,Expedite
ORD-000060,1,2024-02-17,2024-03-29,CUST-1003,Sigma Electronics,OEM,JP,Japan,CHIP-WBZ-0016,10000,32.23,322300.0,Pending,Critical
ORD-000122,2,05/26/2024,2024-06-02,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-MPF-0011,500,20.72,10360.0,Pending,Critical
ORD-000564,2,2024-07-08,2024-07-23,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MCP-0005,10000,1.64,16400.0,Shipped,Standard
ORD-000512,2,2025-11-28,2025-12-19,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,2500,19.96,49900.0,Shipped,Expedite
ORD-000498,3,2025-01-12,2025-01-28,CUST-1011,Helix Dynamics,Distributor,Americas,Mexico,CHIP-PIC32-0006,25,7.19,179.75,Confirmed,Critical
ORD-000441,1,2025-03-24,2025-04-25,CUST-1008,Jade Systems,EMS,Americas,Canada,CHIP-PIC32-0011,5000,30.36,151800.0,Shipped,Critical
ORD-000514,1,2024-02-10,2024-03-17,CUST-1043,Nova Manufacturing,OEM,Japan,Japan,CHIP-dsPIC-0001,5000,30.92,154600.0,Confirmed,Critical
ORD-000221,1,2024-07-29,2024-08-13,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-MCP-0009,50,17.1,855.0,Shipped,Critical
ORD-000498,2,2025-01-12,2025-01-28,CUST-1011,Helix Dynamics,Distributor,Americas,Mexico,CHIP-PIC32-0006,250,7.62,1905.0,Confirmed,Critical
ORD-000207,1,2025-03-13,2025-04-24,CUST-1043,Nova Manufacturing,OEM,Japan,Japan,CHIP-dsPIC-0001,1000,28.91,28910.0,Confirmed,Critical
ORD-000547,2,04/19/2024,2024-05-19,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MCP-0006,5000,22.66,113300.0,Confirmed,Critical
ORD-000497,2,11/13/2024,2024-11-30,CUST-1018,Echo Devices,OEM,EMEA,Israel,CHIP-dsPIC-0013,500,6.58,3290.0,Shipped,Standard
ORD-000577,1,2024-01-01,2024-01-07,CUST-1073,Wave Systems,CM,EMEA,Israel,CHIP-WBZ-0002,10,15.79,157.9,Confirmed,Standard
ORD-000246,1,2025-08-14,2025-08-23,CUST-1025,Bright Systems,EMS,EMEA,France,CHIP-PIC18-0002,100,2.52,252.0,Shipped,Expedite
ORD-000140,1,2024-03-05,2024-03-13,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-MPF-0016,2500,24.12,60300.0,Shipped,Expedite
ORD-000270,4,2024-04-22,2024-05-07,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-WBZ-0012,500,4.76,2380.0,Shipped,Expedite
ORD-000118,2,04/21/2024,2024-05-18,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MPF-0015,5000,11.11,55550.0,Backordered,Standard
ORD-000100,1,2025-02-26,2025-04-08,CUST-1020,Drift Devices,OEM,EMEA,Italy,CHIP-MPF-0009,1000,7.17,7170.0,Shipped,Critical
ORD-000153,1,2024-04-04,2024-04-25,CUST-1023,Terra Manufacturing,EMS,Americas,United States,CHIP-PIC18-0001,100,4.32,432.0,Shipped,Critical
ORD-000108,2,2025-12-30,2026-01-01,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0004,1000,52.33,52330.0,Shipped,Critical
ORD-000551,1,11/21/2024,2025-01-02,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,2500,19.87,49675.0,Shipped,Standard
ORD-000299,1,2024-01-17,2024-02-16,CUST-1035,Kilo Solutions,CM,APAC,South Korea,CHIP-MCP-0002,250,9.26,2315.0,Shipped,Standard
ORD-000223,1,2025-12-18,2026-01-07,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0003,2500,7.32,18300.0,Shipped,Standard
ORD-000470,2,2024-01-08,2024-01-19,CUST-1028,Drift Solutions,Distributor,EMEA,United Kingdom,CHIP-PIC18-0009,1000,24.03,24030.0,Backordered,Expedite
ORD-000332,1,2024-10-26,2024-12-08,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-MCP-0005,250,1.55,387.5,Shipped,Critical
ORD-000420,2,10/14/2024,2024-11-19,CUST-1065,Bolt Devices,OEM,Americas,Mexico,CHIP-MPF-0002,10,32.74,327.4,Shipped,Expedite
ORD-000316,2,2025-11-04,2025-11-12,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-PIC18-0007,10000,22.65,226500.0,Confirmed,Standard
ORD-000027,1,03/20/2024,2024-04-26,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,5000,8.05,40250.0,Shipped,Critical
ORD-000226,2,03/30/2025,2025-04-03,CUST-1044,Echo Semiconductor,EMS,APAC,China,CHIP-WBZ-0011,100,24.09,2409.0,Confirmed,Standard
ORD-000467,2,2024-04-08,2024-05-10,CUST-1004,Terra Devices,Distributor,Americas,United States,CHIP-WBZ-0002,2500,15.25,38125.0,Confirmed,Critical
ORD-000038,1,04/13/2024,2024-05-14,CUST-1053,Sigma Systems,CM,APAC,China,CHIP-dsPIC-0001,2500,24.87,62175.0,Pending,Critical
ORD-000384,2,2024-03-26,2024-03-27,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-MPF-0004,250,5.63,1407.5,Shipped,Expedite
ORD-000196,5,09/01/2025,2025-09-16,CUST-1079,Global Technologies,CM,APAC,South Korea,CHIP-dsPIC-0002,100,0.71,71.0,Shipped,Expedite
ORD-000311,2,2024-04-08,2024-05-21,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0001,250,28.67,7167.5,Shipped,Critical
ORD-000413,1,2024-02-06,2024-03-22,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-PIC32-0004,1000,38.32,38320.0,Confirmed,Critical
ORD-000507,2,2025-09-06,2025-10-02,CUST-1062,Xeno Manufacturing,OEM,Japan,Japan,CHIP-PIC32-0006,1000,11.38,11380.0,Cancelled,Expedite
ORD-000005,1,2024-09-05,2024-10-12,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-WBZ-0001,250,26.22,6555.0,Confirmed,Critical
ORD-000166,2,2025-04-05,2025-04-26,CUST-1029,Apex Dynamics,EMS,EMEA,Italy,CHIP-MPF-0005,10000,3.17,31700.0,Cancelled,Expedite
ORD-000574,2,2025-08-30,2025-10-05,CUST-1057,Halo Semiconductor,Distributor,APAC,Taiwan,CHIP-PIC18-0001,2500,4.12,10300.0,Confirmed,Expedite
ORD-000302,2,2024-05-30,2024-06-06,CUST-1026,Global Electronics,CM,Americas,Mexico,CHIP-PIC18-0004,10000,8.62,86200.0,Shipped,Critical
ORD-000410,2,27-Mar-2025,2025-05-04,CUST-1051,Bright Devices,EMS,APAC,China,CHIP-PIC32-0002,50,5.48,274.0,Confirmed,Expedite
ORD-000474,1,04/26/2024,2024-05-25,CUST-1047,Jade Devices,OEM,Asia-Pacific,Singapore,CHIP-dsPIC-0010,5000,4.41,22050.0,Shipped,Critical
ORD-000007,1,2024-11-17,2024-11-29,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,19.46,97300.0,Backordered,Expedite
ORD-000038,2,04/13/2024,2024-05-14,CUST-1053,Sigma Systems,CM,APAC,China,CHIP-MPF-0016,1000,18.45,18450.0,Pending,Critical
ORD-000001,1,01/10/2024,2024-02-24,CUST-1063,Jolt Electronics,CM,Japan,Japan,CHIP-PIC18-0006,10000,11.24,112400.0,Shipped,Expedite
ORD-000481,2,2024-10-07,2024-11-04,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-MPF-0015,250,15.09,3772.5,Shipped,Standard
ORD-000565,1,2024-02-05,2024-02-06,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-PIC18-0009,250,40.12,10030.0,Shipped,Standard
ORD-000337,1,2024-10-18,2024-12-02,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-dsPIC-0010,500,4.64,2320.0,Confirmed,Standard
ORD-000486,1,12/06/2025,2025-12-24,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-MCP-0010,500,41.52,20760.0,Confirmed,Critical
ORD-000537,1,01-Mar-2024,2024-03-09,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-PIC18-0003,5000,22.96,114800.0,Shipped,Expedite
ORD-000136,1,04/15/2024,2024-04-18,CUST-1028,Drift Solutions,Distributor,EMEA,United Kingdom,CHIP-PIC32-0002,2500,4.76,11900.0,Shipped,Critical
ORD-000302,4,2024-05-30,2024-06-06,CUST-1026,Global Electronics,CM,Americas,Mexico,CHIP-MPF-0011,100,22.62,2262.0,Shipped,Critical
ORD-000078,1,2025-07-17,2025-08-26,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0003,250,7.55,1887.5,Confirmed,Critical
ORD-000432,2,2024-02-18,2024-03-08,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-PIC32-0007,50,22.95,1147.5,Shipped,Critical
ORD-000409,1,07/19/2025,2025-08-29,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-WBZ-0001,50,34.64,1732.0,Shipped,Expedite
ORD-000146,2,03/26/2024,2024-05-01,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-WBZ-0003,250,12.82,3205.0,Pending,Critical
ORD-000318,1,10/03/2024,2024-10-21,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,5000,6.86,34300.0,Confirmed,Expedite
ORD-000380,2,09/13/2024,2024-09-25,CUST-1005,Crux Systems,CM,Americas,United States,CHIP-dsPIC-0004,10,43.56,459.06,Cancelled,Expedite
ORD-000142,1,06/12/2024,2024-07-25,CUST-1027,Rapid Manufacturing,EMS,EMEA,United Kingdom,CHIP-PIC18-0006,250,12.47,3117.5,Cancelled,Standard
ORD-000276,1,2024-10-02,2024-10-08,CUST-1054,Ultra Components,Distributor,Americas,Brazil,CHIP-MCP-0010,10,20.33,203.3,Backordered,Critical
ORD-000383,3,11/19/2025,2025-11-29,CUST-1029,Apex Dynamics,EMS,EMEA,Italy,CHIP-MPF-0004,250,4.17,1042.5,Shipped,Standard
ORD-000478,2,2024-10-06,2024-11-12,CUST-1004,Terra Devices,Distributor,Americas,United States,CHIP-PIC32-0007,5000,18.24,91200.0,Pending,Standard
ORD-000563,1,2025-08-15,2025-09-29,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,1000,6.88,6880.0,Shipped,Expedite
ORD-000244,1,2024-05-29,2024-07-11,CUST-1036,Global Solutions,CM,Americas,United States,CHIP-MPF-0014,250,4.44,1110.0,Pending,Critical
ORD-000517,3,2025-08-05,2025-08-08,CUST-1015,Ether Solutions,EMS,APAC,Taiwan,CHIP-WBZ-0012,100,4.76,476.0,Shipped,Standard
ORD-000301,1,2024-08-13,2024-09-27,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-MPF-0011,10000,20.37,203700.0,Shipped,Standard
ORD-000082,2,08-May-2025,2025-06-01,CUST-1010,Atlas Semiconductor,EMS,EMEA,Italy,CHIP-MCP-0008,5000,16.56,82800.0,Confirmed,Expedite
ORD-000516,1,2025-05-21,2025-06-30,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-MPF-0013,2500,2.59,6475.0,Confirmed,Expedite
ORD-000530,1,08/05/2025,2025-09-03,CUST-1062,Xeno Manufacturing,OEM,Japan,Japan,CHIP-PIC32-0006,5000,10.83,54150.0,Shipped,Standard
ORD-000549,2,2024-09-21,2024-10-17,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0014,1000,47.51,47510.0,Shipped,Critical
ORD-000338,1,2024-03-26,2024-04-05,CUST-1037,Iris Devices,CM,EMEA,Israel,CHIP-dsPIC-0011,10,23.5,235.0,Shipped,Expedite
ORD-000230,1,2024-05-17,2024-06-04,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-PIC32-0010,250,4.42,1105.0,Shipped,Standard
ORD-000401,1,2024-06-05,2024-06-24,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-MPF-0011,10,21.35,213.5,Confirmed,Standard
ORD-000487,3,04/16/2025,2025-04-20,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-PIC18-0002,250,2.25,562.5,Confirmed,Standard
ORD-000108,1,2025-12-30,2026-01-01,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,250,7.07,1767.5,Shipped,Critical
ORD-000026,1,2024-08-21,2024-09-23,CUST-1048,Vex Systems,Distributor,Americas,United States,CHIP-MCP-0003,50,4.86,243.0,Shipped,Standard
ORD-000456,2,02/07/2024,2024-02-21,CUST-1044,Echo Semiconductor,EMS,APAC,China,CHIP-PIC18-0001,2500,5.81,14525.0,Shipped,Expedite
ORD-000340,2,07/04/2025,2025-08-03,CUST-1014,Ether Devices,CM,APAC,Singapore,CHIP-MPF-0015,10000,12.65,126500.0,Shipped,Standard
ORD-000230,2,2024-05-17,2024-06-04,CUST-1047,Jade Devices  ,OEM,APAC,Singapore,CHIP-dsPIC-0014,100,44.37,4437.0,Shipped,Standard
ORD-000155,1,06/21/2025,2025-07-13,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,10000,7.57,75700.0,Shipped,Critical
ORD-000330,1,2025-10-11,2025-11-21,CUST-1079,Global Technologies,CM,APAC,South Korea,CHIP-WBZ-0016,100,24.37,2437.0,Shipped,Standard
ORD-000319,2,2024-08-09,2024-08-11,CUST-1053,Sigma Systems,CM,APAC,China,CHIP-WBZ-0016,50,21.23,1061.5,Shipped,Critical
ORD-000310,1,02-Nov-2025,2025-12-09,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,2500,18.9,47250.0,Shipped,Critical
ORD-000140,2,2024-03-05,2024-03-13,CUST-1047,Jade Devices,OEM,APAC,Singapore,CHIP-dsPIC-0001,10,32.47,380.05,Shipped,Expedite
ORD-000064,1,2025-04-04,2025-04-16,CUST-1042,Crux Components,Distributor,APAC,India,CHIP-PIC18-0012,25,20.84,521.0,Backordered,Standard
ORD-000077,2,09/24/2024,2024-10-29,CUST-1037,Iris Devices,CM,EMEA,Israel,CHIP-WBZ-0001,1000,28.95,28950.0,Shipped,Expedite
ORD-000354,2,10/08/2024,2024-10-31,CUST-1000,Apex Semiconductor,OEM,AMER,United States,CHIP-dsPIC-0003,1000,7.85,7850.0,Backordered,Critical
ORD-000014,1,2024-08-18,2024-09-22,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-PIC18-0003,5000,24.11,120550.0,Shipped,Expedite
ORD-000120,5,2025-09-22,2025-10-19,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MPF-0003,1000,13.55,13550.0,Shipped,Expedite
ORD-000194,1,2025-06-16,2025-07-21,CUST-1038,Rapid Semiconductor,Distributor,APAC,Taiwan,CHIP-PIC18-0002,50,1.87,93.5,Shipped,Standard
ORD-000295,1,2025-11-29,2025-12-27,CUST-1003,Sigma Electronics,OEM,Japan,Japan,CHIP-PIC18-0003,2500,25.99,64975.0,Shipped,Expedite
ORD-000393,1,2024-01-07,2024-02-16,CUST-1045,Ultra Electronics,CM,Americas,Brazil,CHIP-PIC18-0008,10000,11.48,114800.0,Shipped,Expedite
ORD-000335,2,22-Jul-2024,2024-08-02,CUST-1017,Pacific Manufacturing,EMS,Japan,Japan,CHIP-PIC32-0009,5000,22.77,113850.0,Pending,Expedite
ORD-000019,1,11/01/2025,2025-11-25,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,2500,7.58,18950.0,Shipped,Expedite
ORD-000491,2,02/03/2024,2024-02-04,CUST-1015,Ether Solutions,EMS,APAC,Taiwan,CHIP-dsPIC-0012,2500,7.31,18275.0,Pending,Critical
ORD-000564,3,2024-07-08,2024-07-23,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,5000,18.41,92050.0,Shipped,Standard
ORD-000163,1,2025-06-19,2025-08-01,CUST-1046,Sigma Components,EMS,APAC,China,CHIP-MPF-0011,50,22.1,1105.0,Confirmed,Standard
ORD-000120,4,2025-09-22,2025-10-19,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,10000,18.29,182900.0,Shipped,Expedite
ORD-000178,3,2025-02-22,2025-03-04,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-MCP-0008,1000,14.83,14830.0,Shipped,Expedite
ORD-000203,1,13-Oct-2024,2024-11-10,CUST-1048,Vex Systems,Distributor,Americas,United States,CHIP-MCP-0003,250,5.01,1252.5,Shipped,Critical
ORD-000352,5,03/25/2024,2024-04-17,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,1000,18.89,18890.0,Confirmed,Standard
ORD-000236,3,18-Dec-2024,2024-12-28,CUST-1004,Terra Devices,Distributor,Americas,United States,CHIP-WBZ-0015,500,2.65,1325.0,Shipped,Standard
ORD-000277,2,2024-05-12,2024-06-26,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,10000,7.56,75600.0,Confirmed,Expedite
ORD-000165,2,24-Feb-2024,2024-02-29,CUST-1006,Bolt Systems,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,2500,16.02,40050.0,Shipped,Standard
ORD-000365,1,2025-05-10,2025-06-04,CUST-1034,Omega Semiconductor,EMS,Japan,Japan,CHIP-MPF-0012,50,10.75,537.5,Shipped,Standard
ORD-000475,4,2025-10-19,2025-11-12,CUST-9901,TEST Account 2,OEM,Americas,United States,CHIP-MCP-0009,10,17.41,174.1,Shipped,Standard
ORD-000449,1,30-Dec-2025,2026-01-28,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-WBZ-0016,250,18.85,4712.5,Shipped,Critical
ORD-000017,2,05/16/2025,2025-05-26,CUST-1055,Iris Electronics,OEM,APAC,Taiwan,CHIP-WBZ-0003,10,13.09,130.9,Confirmed,Expedite
ORD-000383,4,11/19/2025,2025-11-29,CUST-1029,Apex Dynamics,EMS,EMEA,Italy,CHIP-MCP-0011,5000,23.15,115750.0,Shipped,Standard
ORD-000460,3,02/07/2024,2024-03-21,CUST-1070,Zen Solutions,EMS,Americas,Mexico,CHIP-PIC32-0004,10000,39.28,392800.0,Pending,Critical
ORD-000281,1,2024-03-07,2024-03-28,CUST-1002,Nordic Manufacturing,EMS,EMEA,Germany,CHIP-MPF-0002,250,24.57,6142.5,Shipped,Critical
ORD-000097,2,05/17/2024,2024-06-03,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0001,250,31.82,7955.0,Cancelled,Expedite
ORD-000476,1,2025-01-07,2025-01-12,CUST-1009,Bolt Components,CM,Japan,Japan,CHIP-PIC32-0002,500,4.97,2485.0,Shipped,Critical
ORD-000056,3,2025-05-09,2025-06-10,CUST-1048,Vex Systems,Distributor,AMER,United States,CHIP-WBZ-0013,50,15.74,787.0,Shipped,Expedite
ORD-000022,2,2025-08-26,2025-09-20,CUST-1051,Bright Devices,EMS,APAC,China,CHIP-dsPIC-0009,100,15.96,1596.0,Shipped,Expedite
ORD-000164,1,31-Dec-2025,2026-02-07,CUST-1040,Delta Systems,CM,APAC,India,CHIP-MPF-0001,1000,20.12,20120.0,Confirmed,Critical
ORD-000219,2,2024-08-21,2024-09-05,CUST-1076,Omega Manufacturing,OEM,EMEA,United Kingdom,CHIP-PIC18-0010,500,18.2,9100.0,Pending,Standard
ORD-000004,1,2024-10-03,2024-10-10,CUST-1023,Terra Manufacturing,EMS,Americas,United States,CHIP-PIC18-0001,25,4.24,106.0,Shipped,Standard
ORD-000040,1,2024-03-28,2024-05-10,CUST-1071,Wave Manufacturing,CM,APAC,Taiwan,CHIP-MCP-0002,5000,8.0,40000.0,Shipped,Critical
ORD-000259,1,2024-05-14,2024-05-22,CUST-1054,Ultra Components,Distributor,Americas,Brazil,CHIP-WBZ-0008,100,26.08,2608.0,Backordered,Standard
ORD-000384,4,2024-03-26,2024-03-27,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-WBZ-0016,5000,32.15,160750.0,Shipped,Expedite
ORD-000161,1,2025-03-10,2025-03-24,CUST-1000,Apex Semiconductor,OEM,Americas,United States,CHIP-dsPIC-0003,2500,6.74,16850.0,Confirmed,Expedite
ORD-000035,3,2025-08-29,2025-09-19,CUST-1001,Pacific Components,Distributor,APAC,China,CHIP-ORPHAN-0015,5000,5.44,27200.0,Pending,Critical
ORD-000377,1,2024-11-27,2024-11-30,CUST-1047,Jade Devices,OEM,Asia-Pacific,Singapore,CHIP-ORPHAN-0009,50,3.94,197.0,Shipped,Standard
ORD-000259,3,2024-05-14,2024-05-22,CUST-1054,Ultra Components,Distributor,Americas,Brazil,CHIP-WBZ-0001,250,26.26,6565.0,Backordered,Standard
ORD-000333,1,2025-05-15,2025-06-23,CUST-1066,Iris Technologies,OEM,EMEA,France,CHIP-PIC18-0002,1000,2.9,2900.0,Shipped,Standard
ORD-000209,4,2024-05-10,2024-05-14,CUST-1022,Jolt Solutions,OEM,APAC,Singapore,CHIP-MCP-0004,5000,15.4,77000.0,Cancelled,Expedite
